User,Tweet
GMA News,EXO member Suho is keeping his beloved fans entertained as people all over the world have been advised to stay home to curb the spread of the coronavirus disease 2019 (COVID-19). https://t.co/nIK3QKdjXu
Al Jazeera English,This video showing groups of migrant workers in India being sprayed with a chemical that was meant to disinfect buses from #coronavirus has sparked outrage. https://t.co/SlHSGZZL9p
Carole Cadwalladr,"‘Now that we've missed the opportunity for early testing, is it too late for testing to make a difference?’

‘Absolutely not. Tests would make a measurable difference’

Larry Brilliant on how this ends. It doesn’t - without mass testing. 

https://t.co/nTZye6ISxW"
ANI UP,"Banaras Hindu University's Dept of Molecular &amp; Human Genetics claims it has discovered a new technology to test Coronavirus to give accurate results in 5-6 hrs. The Dept's Associate Professor Dr. Geeta Rai says,"" We've tried to target a protein sequence present only in COVID19."" https://t.co/j7lAvrrUqX"
La Psicòloga del Born,"Ja no es fan autòpsies a Madrid des del diumenge, seguint instruccions del Ministeri de Sanitat. Quan no han fet test per #COVID19 , parlen de pneumònia o insuficiència respiratòria. Espanya sempre menteix."
ANI,"Legendary singer Lata Mangeshkar donates Rs 25 Lakh to Chief Ministers Relief Fund, Maharashtra for the fight against #COVID19 (file pic) https://t.co/Ok2fQGDp1x"
Rajat Sharma,I salute all those who have contributed to #PMCARES Fund to assist in the country's fight against #COVID19  I am humbled to contribute Rupees 1 crore from India TV to PM CARES Fund. #IndiaFightsCorona @PMOIndia @narendramodi
Ogie Rosa,"DDS (JANUARY): Sa Pilipinas lang nagpapanic kasi toxic ang mga tao. Sa ibang bansa, kalmado lang.

DDS (MARCH): Bakit sinisisi si Duterte, eh buong mundo nagulantang/na-shock ng coronavirus?

Araw-araw April Fools' Day sa inyo, ano po?!"
Diane Abbott MP,"So NHS bureaucrats want to stop doctors talking about equipment shortages. Surely they should be focussed on getting the equipment, not gagging doctors? #coronavirus 
https://t.co/GKHVfJxRyL"
山田 瑠依,"ほらこれだ。
こんな世界の大変な時でも、
1番上手く収めている台湾のデータを使わないって。
本来ならWHOは、今は政治を持込む時ではないと一蹴すべきだろ
とにかくこんな機関要らん！https://t.co/GxUt1Amnyb"
Saisawan Khayanying,หากเป็นแบบนี้ทุกร้านที่มีบริการสั่งอาหารกลับบ้าน พนักงาน #GrabFood ก็มีความเสี่ยงสูงมาก ทั้งอาจติด #โควิค19 #COVID19 เอง และอาจเป็นพาหะไปถึงบ้านของลูกค้าที่ #อยู่บ้านหยุดเชื้อเพื่อชาติ โปรดจัดการเร่งด่วนด้วยค่ะ ทั้ง @GrabTH และ @MK_Restaurants https://t.co/KSoVPGGn4g
Juan Pérez de Mungía,"FALCONETTI ELIMINA PRUEBAS
Está seriamente acojonado, será juzgado

Es responsable en un 99%. Ha descuidado la prevención, ha sido negligente, ha demorado la compra de recursos, no ha previsto el efecto de sus consignas, no ha prohibido las reuniones...
https://t.co/XjkRFejoWC"
Parody Boris Johnson,"And so it begins...
in the absence of humanity a gang of mountain goats is now running the town of Llandudno.
#COVID19 #TheLockdown https://t.co/tlBJxwmKiw"
Jaime de Berenguer 🇪🇸,"Cuando salgamos de esta deberíamos resolver el problema de los medios de comunicación.
Su desprestigio es total, salvo honrosas excepciones, se han dedicado a mentir, ocultar, manipular y a conspirar contra  la verdad.
El #coronavirus y la división social es mucho peor por ellos."
Santiago Niño,"Vuelvo a insistir: si estas cosas están pasando, algo está pasando. https://t.co/muKaq7tcc9"
Deepak Chaurasia,यूएन की ताजा रिपोर्ट। #CoronaVirus की वजह से पूरी दुनिया में छाएगी मंदी! भारत और चीन के लिए राहत भरी खबर। दूसरे देशों की तुलना में कम पड़ेगी मंदी। @UN @narendramodi
Anshul Saxena,"87 years old Khalida Begum from J&amp;K, has donated her savings of Rs 5 lakh, meant for Hajj pilgrimage.

She donated Rs 5 lakh to the RSS-affiliated 'Sewa Bharati' after apparently being impressed with the welfare work done by Sewa Bharati &amp; RSS amid the lockdown due to coronavirus"
Diego,"Raza, el coronavirus me dejó sin trabajo, lo cual significa que no tengo dinero para mi tratamiento (el cual no puedo interrumpir). Les pido, por favor, que sigan leyendo. Estoy desesperado. Mi única alternativa para conseguir dinero, es sacar a la venta varias camisetas [...]"
NPR,"Experts say Germany's remarkably low fatality rate for the coronavirus is because they're testing early and often.
https://t.co/DdcwdU7TAj"
icon,"[WHY DID HE DIE?]

October 31, 2020 - 5:00 PM

Coronavirus is finally gone, the world is free now. The quarantine is over and patient no. 1031 which is the last patient, has finally recovered. He was discharged from the hospital at exactly 6pm. But something terrible happened... https://t.co/yJjRQhLyvj"
Eduardo Inda,El Gobierno anula las autopsias y ordena anotar las muertes por coronavirus sin test como “no confirmadas” https://t.co/mxZGY81j8b
KKMPutrajaya,"Sebanyak 46 makmal disediakan untuk menjalankan ujian klinikal pengesanan #COVID19 di Malaysia.

Pertambahan makmal ini akan dapat melaksanakan 42,420 ujian pengesanan sebulan atau 1,414 sehari. 

Ini akan mempercepatkan keputusan ujian dan rawatan diberikan. https://t.co/2Qa76fmWQj"
Bharti Airtel,"Bharti Enterprises and its companies Bharti Airtel, Bharti Infratel and others are contributing a sum of over Rs 100 crore for India’s fight against #COVID19. https://t.co/bdz7SOyaSF"
Israel Defensa Monitor (Ñ) 🇮🇱,"Debido al #covid19 se cierra indefinidamente la Iglesia del Santo Sepulcro, el lugar mas santo del Cristianismo en #Jerusalén. La ultima vez que había cerrado de esta manera fue en 1349, durante la Peste Negra.
🇮🇱 #Israel https://t.co/RMBlzr2wLI"
Narasi Newsroom,"Gerak cepat Vietnam merespons wabah virus corona efektif membendung penyebaran wabah mematikan ini.⁣
⁣
#Narasinewsroom #COVID19 https://t.co/kbH1qwV9Z3"
Rachel Clarke,This thread on the marauding goats of locked down Llandudno may just be the single best thing to come out of coronavirus. Joyous. 🐐🐐🐐 https://t.co/GzZENq6e5H
Eric Feigl-Ding,"Huge 20x undercount of deaths in Wuhan? “Based on cremation figures, Wuhan residents estimate more than 40,000 have died, compared with an official toll of 2,535.” #COVID19. The numbers have never added up. Let’s go thru several analyses... 
THREAD 🧵: 
https://t.co/B6OVHnCaiU"
Sébastien Mélières,"Ella es Suzanne Hoylaerts, tiene 90 años. 

 Este fin de semana, perdió la vida por #COVID19 . Cuando los médicos en Bélgica le ofrecieron un ventilador, ella dijo que no. 

 ""Guárdalo para alguien más joven"", dijo. 

 ""Ya he tenido una buena vida"". 

#Hero❤️ https://t.co/nxBiH40OJP"
Chuck Woolery,Hospital Exec Who Called for Trump Supporters with Coronavirus to ‘Give Up Their Ventilators’ and Die is Fired https://t.co/sjvuS0yKZ3 https://t.co/fJ44rnlhch
Dr C Vijayabaskar,"#TN has 7 new #COVID19 +ve cases. 43 Y M,travel History to Tvm at #RGGH. 28 Y M co-worker of earlier +ve Pt at Tiruvannamalai MC, 3 Male Pts, at #Vilupuram MC with Travel Hist to Delhi, 2 Male Pts at # Madurai Rajaji,Trav.Hist to Delhi.All Pts in isolation &amp; stable. @MoHFW_INDIA"
Eric Feigl-Ding,"⚠️MASK please!!! definitely AIRBORNE. “After 2½ hrs, singers parted- 3 weeks later, 45 diagnosed w/ #COVID19 or w/ symptoms, hosp, 2 dead. The outbreak has stunned health officials: concluded 🦠 certainly transmitted thru air from people w/out symptoms. https://t.co/ykT2wyNxap"
CNN,"As NYC struggles to keep up with coronavirus, dozens of health care workers from Atlanta boarded a plane to answer the call for help. The flight crew, health workers and others held up their hands in a heart shape for a photo that's getting all the love. https://t.co/ZuqN4QuRbT"
Ryan Fournier,"So far, more than 150,000 people have recovered world wide from the Coronavirus.

Why aren’t people talking about this?"
Steven Beschloss,"Every time I see Trump now, I think of the coronavirus patients, in pain, gasping for air. I think how many will lose their lives and die alone, their loved ones barred from the room.

Every time Trump utters a malignant, self-serving word, I think of the death he failed to stop."
Garrett “🥕” Greenlee,"Saw Jack Black trending on Twitter and thought he got Coronavirus. Nah, he's just on TikTok now https://t.co/iIQkKoHZoq"
Prasanna Viswanathan,"Proud to be called a bigot. Started reporting  on Tablighi Jamat Congregations as global hotspot of Coronavirus infection as early as March 15. Followed up with dozens of reports on Tablighi links to virus spread in Telengana, TN 
https://t.co/vbjSYv6Te4
https://t.co/fLsz5xGyVF"
Izwe Lethu,"David Icke:

Rockefeller Foundation doc about a Flu Pandemic, what will happen, Global Lockdown

6 weeks before #COVID19 in China. We had Event 201, a #COVID19 simulation with WEF, Bill &amp; Melinda Gates Fdn. Bill funds electronic vaccination tracking

Simulated news as we see now https://t.co/2UcuqumG4K"
Romana Isar Khan,"#इस्लाम कहता है #दीन_दुनिया साथ ले कर चलो पर लगता है #तबलीगी_जमात वालों ने दुनिया से पूरी तरह आंखे मूंद रखी थी , तभी अपने यहां हज़ारो की तादाद में लोगों को जमा होने दिया । 
#NizamuddinMarkaz #CoronaVirus https://t.co/9A8X4BVf63"
hibavirus🦠,"La reine de Malaisie cuisine pour les travailleurs de première ligne dans les hôpitaux pendant l'épidémie du coronavirus.
""Le moins que je puisse faire ... pour les fonctionnaires qui sacrifient leur vie [alors] ... je les salue. ""
Masha'Allah, ça c'est de la vraie royauté ☝️👑. https://t.co/oxkT0Nohug"
jary,coronavirus or not just stay the fuck away from me.
Wiroj 77,"ในสถานการณ์การระบาดของ 
#COVID19

รัฐบาลควร ...
เอางบประมาณมาเยียวยาประชาชน

เอางบมาพยุงเศรษฐกิจช่วย SME

เอางบมาซื้ออุปกรณ์การแพทย์ เพิ่มศักยภาพด้านการสาธารณสุข

เหมาะกว่าการซื้ออาวุธครับ
#กูสั่งให้มึงเลิกซื้ออาวุธ"
Major Gaurav Arya (Retd),"When the nation is at war with Coronavirus, it is important for everyone to pitch in. This is not just social duty. It is national duty. 

This irresponsible attitude will lead to death of innocents.  https://t.co/VKP0avGm1Y"
佐藤正久,"【ニューヨークで犠牲者の惨状を看護師が報告】
COVID-19の犠牲者の悲惨な写真を共有して、その恐ろしさを知ってほしいとのこと。防護服も足らず５回使い回し、看護師も症状が出ない限り検査してもらえないようです。医療崩壊の悲惨な現場、ニューヨークも武漢に似ている
https://t.co/aIE8rmEoFg https://t.co/Mi6yErAEaK"
khunprem,"นายชวน หลีกภัย เผยบุคลากรทางการแพทย์ยังขาดอุปกรณ์ป้องกันการแพร่ระบาด #COVID19 จำนวนมาก ส่วนข้อเสนอ พ.ร.ก.กู้เงิน 200,000 ล้านบาท นั้นเป็นคนละส่วนกัน โดยรัฐสามารถจัดสรรงบกลางที่มีอยู่มาสนับสนุนได้ทันที ไม่ควรปล่อยให้โรงพยาบาลขอรับบริจาค #กูสั่งให้มึงเลิกซื้ออาวุธ"
LINE,"#LINE新型コロナ全国調査
アカウント名「LINE」の左横に緑の公式マークがあるアカウントより、メッセージが順次届きます。

回答期間中に体調の変化などがあれば修正も可能です。最後にお答えいただいたものを集計します。
https://t.co/Hhy1RPacsL https://t.co/0rP2olqGos"
Jeff Nascimento (em 🏠),"No #RodaViva, pergunta de @nilmoretto (e @veramagalhaes) sobre o papel da valorização da Ciência em um momento de crise como o atual. Na resposta, @oatila fala sb importância de testes, apoio a centros de pesquisa e relevância das (sempre desprezadas) ciências sociais #Covid19 https://t.co/WroKbklAFG"
ANI,"24 people who were present at the Markaz building, Nizamuddin have tested positive for #Coronavirus, so far: Satyendar Jain, Delhi Health Minister https://t.co/sUBO1PezeH"
Willy Tolerdo,Tienen un documento oficial el 6 de Marzo que dice que el coronavirus se puede contagiar hasta a 2 metros y el gobierno animando a asistir al 8M. Son unos ASESINOS y deben pasar el resto de sus días en la CÁRCEL. Ya no basta con dimitir. https://t.co/P17leCcarz
